Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status,Latency_Normalized,Latency_Performance,Packet_Loss_Normalized,Packet_Loss_Performance,Network_Performance_Index,Network_Performance_Index_%
01-01-2025,00:25:00,12,Idle,31.429,3.016,7.275,36.291,0.914,3.635,498.303,0.028,4.025,Medium,0.7202244897959184,0.27977551020408165,0.18280000000000002,0.8171999999999999,0.5484877551020408,54.848775510204085
01-01-2025,00:26:00,22,Idle,62.094,4.36,5.061,12.403,1.926,9.748,199.691,0.716,5.495,Low,0.23271428571428573,0.7672857142857142,0.3852,0.6148,0.6910428571428571,69.10428571428571
01-01-2025,00:27:00,44,Active,56.035,3.79,8.39,28.11,3.943,1.544,279.401,0.889,1.17,Medium,0.553265306122449,0.44673469387755105,0.7886,0.21140000000000003,0.32906734693877554,32.90673469387755
01-01-2025,00:28:00,25,Active,76.011,0.774,2.864,44.295,3.646,9.728,146.633,0.681,8.493,Low,0.8835714285714286,0.11642857142857144,0.7292,0.27080000000000004,0.19361428571428574,19.361428571428576
01-01-2025,00:29:00,49,Active,33.65,1.874,3.436,20.764,2.053,8.094,190.565,0.304,4.886,Low,0.4033469387755102,0.5966530612244898,0.41059999999999997,0.5894,0.5930265306122449,59.30265306122449
01-01-2025,00:30:00,27,Maintenance,33.216,4.545,4.411,29.125,2.93,8.794,478.513,0.746,9.612,Low,0.5739795918367347,0.42602040816326525,0.5860000000000001,0.4139999999999999,0.4200102040816326,42.00102040816326
01-01-2025,00:31:00,42,Active,50.157,3.567,8.118,1.48,2.538,3.022,175.117,0.957,13.559,Low,0.009795918367346938,0.990204081632653,0.5075999999999999,0.49240000000000006,0.7413020408163266,74.13020408163266
01-01-2025,00:32:00,28,Active,77.445,1.552,9.26,20.429,2.756,3.533,465.304,0.243,0.508,High,0.3965102040816326,0.6034897959183674,0.5511999999999999,0.4488000000000001,0.5261448979591837,52.614489795918374
01-01-2025,00:33:00,16,Active,58.123,0.515,6.557,47.929,0.604,1.337,74.995,0.842,7.667,Low,0.9577346938775511,0.04226530612244894,0.12079999999999999,0.8792,0.46073265306122446,46.073265306122444
01-01-2025,00:34:00,15,Idle,77.219,4.707,4.951,8.398,0.289,9.24,309.312,0.19,2.897,Medium,0.15097959183673468,0.8490204081632653,0.0578,0.9422,0.8956102040816327,89.56102040816327
01-01-2025,00:35:00,47,Active,68.355,3.587,7.489,2.454,0.549,4.081,445.248,0.042,4.993,Medium,0.029673469387755107,0.9703265306122449,0.10980000000000001,0.8902,0.9302632653061225,93.02632653061225
01-01-2025,00:36:00,44,Active,55.736,4.504,5.722,29.639,1.714,8.067,264.548,0.857,8.654,Low,0.584469387755102,0.41553061224489796,0.3428,0.6572,0.5363653061224489,53.63653061224489
01-01-2025,00:37:00,3,Active,80.087,1.03,7.618,48.554,0.886,4.754,454.494,0.547,5.803,Low,0.9704897959183674,0.02951020408163263,0.1772,0.8228,0.4261551020408163,42.61551020408163
01-01-2025,00:38:00,37,Idle,69.964,2.41,7.521,38.475,3.002,5.936,477.243,0.766,0.833,High,0.764795918367347,0.23520408163265305,0.6003999999999999,0.39960000000000007,0.31740204081632656,31.740204081632655
01-01-2025,00:39:00,7,Active,55.209,4.982,2.975,29.619,1.283,0.97,62.928,0.131,7.615,Low,0.5840612244897959,0.4159387755102041,0.2566,0.7434000000000001,0.579669387755102,57.9669387755102
01-01-2025,00:40:00,21,Active,36.698,1.405,5.671,22.456,0.811,4.22,459.908,0.442,14.407,Low,0.43787755102040815,0.5621224489795918,0.1622,0.8378,0.6999612244897959,69.99612244897959
01-01-2025,00:41:00,9,Idle,51.976,4.494,2.93,48.645,4.858,8.657,241.375,0.906,4.086,Medium,0.9723469387755103,0.02765306122448974,0.9715999999999999,0.028400000000000092,0.028026530612244915,2.8026530612244915
01-01-2025,00:42:00,39,Active,33.527,3.885,4.431,29.156,3.353,3.58,135.155,0.033,14.77,Low,0.5746122448979591,0.42538775510204085,0.6706000000000001,0.3293999999999999,0.3773938775510204,37.73938775510204
01-01-2025,00:43:00,18,Active,58.998,1.017,6.142,3.303,2.401,7.124,428.221,0.141,7.843,Low,0.047,0.953,0.48019999999999996,0.5198,0.7363999999999999,73.64
01-01-2025,00:44:00,4,Active,33.289,3.078,9.048,4.597,1.526,1.714,288.663,0.379,9.67,Low,0.07340816326530614,0.9265918367346939,0.3052,0.6948,0.810695918367347,81.0695918367347
01-01-2025,00:45:00,25,Active,76.224,3.132,1.588,33.577,0.073,9.841,373.034,0.204,9.417,Low,0.6648367346938775,0.3351632653061225,0.014599999999999998,0.9854,0.6602816326530613,66.02816326530613
01-01-2025,00:46:00,14,Active,51.363,1.865,8.175,15.105,4.046,6.714,317.721,0.44,8.945,Low,0.28785714285714287,0.7121428571428572,0.8092,0.19079999999999997,0.4514714285714286,45.14714285714286
01-01-2025,00:47:00,50,Maintenance,66.585,0.359,9.697,9.011,1.83,2.447,491.132,0.982,8.824,Low,0.16348979591836732,0.8365102040816327,0.366,0.634,0.7352551020408163,73.52551020408164
01-01-2025,00:48:00,9,Maintenance,48.295,2.615,3.339,26.929,2.843,7.183,79.607,0.505,4.044,Low,0.5291632653061225,0.47083673469387755,0.5686,0.4314,0.4511183673469388,45.11183673469388
01-01-2025,00:49:00,26,Active,82.936,0.631,3.012,46.629,0.478,7.127,221.685,0.661,5.189,Low,0.931204081632653,0.068795918367347,0.09559999999999999,0.9044,0.4865979591836735,48.65979591836735
01-01-2025,00:50:00,2,Active,59.492,2.341,5.607,6.846,2.922,9.315,406.847,0.633,4.729,Medium,0.11930612244897959,0.8806938775510205,0.5844,0.41559999999999997,0.6481469387755102,64.81469387755102
01-01-2025,00:51:00,20,Active,74.868,3.998,4.374,40.138,3.457,2.321,147.797,0.078,3.273,Low,0.798734693877551,0.20126530612244897,0.6914,0.3086,0.2549326530612245,25.49326530612245
01-01-2025,00:52:00,28,Active,69.617,4.211,2.062,34.46,2.455,2.037,210.398,0.105,7.5,Low,0.6828571428571428,0.31714285714285717,0.491,0.509,0.4130714285714286,41.30714285714286
01-01-2025,00:53:00,47,Idle,72.068,4.982,6.865,8.664,2.535,9.722,281.186,0.015,0.17,Medium,0.15640816326530613,0.8435918367346938,0.507,0.493,0.6682959183673469,66.82959183673469
01-01-2025,00:54:00,7,Active,60.998,3.085,9.558,31.591,2.703,9.723,105.697,0.161,12.002,Low,0.6243061224489797,0.37569387755102035,0.5406,0.45940000000000003,0.4175469387755102,41.75469387755102
01-01-2025,00:55:00,44,Active,89.917,2.262,5.85,18.075,2.091,4.733,457.031,0.647,5.155,Low,0.348469387755102,0.651530612244898,0.4182,0.5818,0.616665306122449,61.6665306122449
01-01-2025,00:56:00,8,Idle,36.069,2.397,2.982,41.009,4.09,9.319,197.316,0.446,10.683,Low,0.8165102040816327,0.18348979591836734,0.818,0.18200000000000005,0.1827448979591837,18.27448979591837
01-01-2025,00:57:00,47,Active,60.486,3.072,6.726,3.569,2.349,3.178,429.971,0.706,2.235,Medium,0.05242857142857143,0.9475714285714286,0.46980000000000005,0.5302,0.7388857142857144,73.88857142857144
01-01-2025,00:58:00,35,Active,51.958,4.478,7.218,5.422,2.506,7.021,418.69,0.795,8.159,Low,0.09024489795918367,0.9097551020408163,0.5012,0.4988,0.7042775510204082,70.42775510204082
01-01-2025,00:59:00,14,Idle,51.569,3.843,1.757,46.7,2.045,1.289,151.261,0.495,5.095,Low,0.9326530612244899,0.06734693877551012,0.409,0.591,0.32917346938775505,32.9173469387755
01-01-2025,01:00:00,17,Idle,75.257,2.381,1.958,13.095,3.588,3.895,157.344,0.907,5.219,Low,0.24683673469387757,0.7531632653061224,0.7176,0.2824,0.5177816326530612,51.77816326530612
01-01-2025,01:01:00,36,Idle,30.443,4.481,6.078,30.804,1.916,0.589,461.966,0.2,9.299,Low,0.6082448979591837,0.3917551020408163,0.3832,0.6168,0.5042775510204082,50.42775510204082
01-01-2025,01:02:00,50,Active,53.1,3.252,8.699,14.441,3.977,1.388,353.671,0.405,11.126,Low,0.2743061224489796,0.7256938775510204,0.7954,0.2046,0.4651469387755102,46.514693877551025
01-01-2025,01:03:00,40,Active,54.63,1.378,7.023,10.712,4.986,8.51,449.303,0.384,9.126,Low,0.19820408163265305,0.801795918367347,0.9972,0.0028000000000000247,0.4022979591836735,40.22979591836735
01-01-2025,01:04:00,4,Active,60.381,2.059,5.561,40.676,4.184,6.664,99.78,0.084,11.091,Low,0.8097142857142857,0.19028571428571428,0.8368,0.1632,0.17674285714285715,17.674285714285716
01-01-2025,01:05:00,2,Active,53.684,0.862,5.394,22.117,1.328,0.802,299.306,0.574,5.201,Low,0.4309591836734694,0.5690408163265306,0.2656,0.7343999999999999,0.6517204081632653,65.17204081632653
01-01-2025,01:06:00,6,Idle,47.623,3.148,2.285,28.017,1.921,8.191,228.254,0.201,12.701,Low,0.5513673469387755,0.44863265306122446,0.3842,0.6158,0.5322163265306122,53.22163265306122
01-01-2025,01:07:00,42,Active,63.021,2.312,6.197,36.796,3.36,5.109,393.672,0.756,5.719,Low,0.7305306122448979,0.2694693877551021,0.6719999999999999,0.32800000000000007,0.2987346938775511,29.873469387755108
01-01-2025,01:08:00,4,Active,84.463,2.097,7.473,35.81,0.41,1.617,395.769,0.053,0.14,Medium,0.7104081632653062,0.2895918367346938,0.08199999999999999,0.918,0.6037959183673469,60.37959183673469
01-01-2025,01:09:00,29,Active,49.635,4.349,8.487,15.855,4.292,8.584,288.525,0.991,13.788,Low,0.3031632653061225,0.6968367346938775,0.8583999999999999,0.14160000000000006,0.4192183673469388,41.921836734693876
01-01-2025,01:10:00,18,Active,36.338,0.131,8.032,43.324,0.84,8.077,435.828,0.639,12.943,Low,0.8637551020408163,0.1362448979591837,0.16799999999999998,0.8320000000000001,0.4841224489795919,48.41224489795919
01-01-2025,01:11:00,26,Active,60.002,1.226,9.694,38.914,0.931,4.995,192.225,0.35,4.924,Low,0.7737551020408163,0.22624489795918368,0.1862,0.8138,0.5200224489795918,52.00224489795918
01-01-2025,01:12:00,44,Idle,80.583,4.252,6.123,17.433,4.502,2.268,199.54,0.885,10.732,Low,0.3353673469387755,0.6646326530612245,0.9004,0.09960000000000002,0.3821163265306123,38.21163265306123
01-01-2025,01:13:00,34,Idle,38.25,1.909,4.373,49.889,1.429,6.025,279.52,0.815,13.967,Low,0.9977346938775511,0.002265306122448907,0.2858,0.7142,0.3582326530612244,35.823265306122444
01-01-2025,01:14:00,10,Active,80.93,1.364,8.404,44.382,1.811,3.953,318.549,0.899,12.612,Low,0.8853469387755102,0.11465306122448982,0.36219999999999997,0.6378,0.3762265306122449,37.62265306122449
01-01-2025,01:15:00,36,Active,72.766,3.811,5.554,27.693,0.332,0.368,138.442,0.757,6.587,Low,0.5447551020408163,0.45524489795918366,0.0664,0.9336,0.6944224489795918,69.44224489795918
01-01-2025,01:16:00,14,Idle,63.539,1.903,5.702,22.796,4.308,2.199,482.367,0.54,4.604,Medium,0.4448163265306122,0.5551836734693878,0.8615999999999999,0.13840000000000008,0.34679183673469394,34.679183673469396
01-01-2025,01:17:00,31,Active,56.85,3.601,4.798,41.124,1.643,8.422,433.243,0.619,6.902,Low,0.818857142857143,0.18114285714285705,0.3286,0.6714,0.4262714285714285,42.62714285714285
01-01-2025,01:18:00,48,Maintenance,55.168,4.373,7.7,47.083,0.715,2.51,348.469,0.675,8.02,Low,0.940469387755102,0.059530612244897974,0.143,0.857,0.458265306122449,45.826530612244895
01-01-2025,01:19:00,15,Active,73.549,4.901,4.279,31.237,2.652,5.91,362.265,0.289,1.266,Medium,0.6170816326530612,0.38291836734693885,0.5304,0.4696,0.42625918367346943,42.62591836734694
01-01-2025,01:20:00,8,Idle,58.467,4.813,5.404,36.121,4.088,7.808,189.036,0.333,8.893,Low,0.7167551020408164,0.2832448979591836,0.8176,0.1824,0.2328224489795918,23.28224489795918
01-01-2025,01:21:00,14,Active,69.243,2.249,7.073,5.78,4.861,7.678,227.551,0.57,5.193,Low,0.09755102040816327,0.9024489795918367,0.9722,0.027800000000000047,0.46512448979591836,46.51244897959184
01-01-2025,01:22:00,23,Active,32.22,3.005,7.097,34.007,0.044,9.034,294.62,0.95,7.931,Low,0.6736122448979591,0.3263877551020409,0.008799999999999999,0.9912,0.6587938775510205,65.87938775510204
01-01-2025,01:23:00,40,Active,86.423,1.204,8.155,23.185,3.021,1.446,221.232,0.936,8.758,Low,0.4527551020408163,0.5472448979591837,0.6042,0.39580000000000004,0.4715224489795919,47.152244897959186
01-01-2025,01:24:00,21,Active,57.097,0.679,6.406,42.548,4.863,3.482,357.861,0.427,9.812,Low,0.8479183673469388,0.15208163265306118,0.9726000000000001,0.02739999999999987,0.08974081632653053,8.974081632653053
01-01-2025,01:25:00,16,Idle,84.838,3.766,7.845,44.622,1.127,4.516,408.657,0.612,3.385,Medium,0.8902448979591837,0.10975510204081629,0.2254,0.7746,0.4421775510204081,44.21775510204081
01-01-2025,01:26:00,45,Active,67.818,3.587,2.594,17.415,2.016,7.985,99.408,0.415,4.673,Low,0.33499999999999996,0.665,0.4032,0.5968,0.6309,63.09
01-01-2025,01:27:00,18,Active,69.664,2.293,4.128,23.621,0.454,1.092,440.704,0.454,3.831,Medium,0.4616530612244898,0.5383469387755102,0.0908,0.9092,0.7237734693877551,72.37734693877552
01-01-2025,01:28:00,47,Active,41.769,4.445,3.878,11.187,2.143,7.54,298.369,0.376,8.734,Low,0.20789795918367346,0.7921020408163265,0.4286,0.5714,0.6817510204081633,68.17510204081633
01-01-2025,01:29:00,24,Idle,34.259,0.921,3.233,39.23,0.839,1.085,81.912,0.959,9.44,Low,0.780204081632653,0.21979591836734702,0.1678,0.8322,0.5259979591836735,52.599795918367356
01-01-2025,01:30:00,26,Active,43.031,3.666,9.257,29.871,2.148,5.858,84.458,0.225,7.282,Low,0.589204081632653,0.41079591836734697,0.42960000000000004,0.5704,0.4905979591836735,49.05979591836735
01-01-2025,01:31:00,25,Idle,62.104,3.253,6.008,28.389,3.006,7.326,61.523,0.875,3.034,Low,0.5589591836734694,0.4410408163265306,0.6012,0.39880000000000004,0.4199204081632653,41.99204081632653
01-01-2025,01:32:00,45,Active,32.142,2.394,2.401,15.246,4.042,6.921,394.91,0.339,12.241,Low,0.290734693877551,0.709265306122449,0.8084,0.1916,0.4504326530612245,45.04326530612245
01-01-2025,01:33:00,41,Active,82.68,4.745,2.872,29.523,2.199,0.728,369.831,0.287,0.762,Medium,0.5821020408163265,0.41789795918367345,0.43979999999999997,0.5602,0.48904897959183674,48.90489795918367
01-01-2025,01:34:00,29,Maintenance,55.432,3.866,8.158,23.749,1.592,1.634,428.645,0.519,12.795,Low,0.46426530612244893,0.5357346938775511,0.3184,0.6816,0.6086673469387756,60.866734693877554
01-01-2025,01:35:00,15,Active,59.077,4.261,2.337,33.77,2.243,1.868,473.97,0.228,4.442,Medium,0.6687755102040817,0.33122448979591834,0.4486,0.5514,0.44131224489795917,44.13122448979592
01-01-2025,01:36:00,45,Active,38.628,3.453,4.103,40.415,3.808,3.134,486.237,0.606,14.472,Low,0.8043877551020407,0.19561224489795925,0.7615999999999999,0.23840000000000006,0.21700612244897965,21.700612244897965
01-01-2025,01:37:00,1,Idle,81.532,3.905,6.072,17.919,0.541,3.811,363.795,0.33,10.783,Low,0.3452857142857143,0.6547142857142857,0.1082,0.8918,0.7732571428571429,77.32571428571428
01-01-2025,01:38:00,25,Active,69.582,4.721,7.794,3.281,4.637,9.599,253.663,0.372,12.224,Low,0.046551020408163266,0.9534489795918367,0.9273999999999999,0.07260000000000011,0.5130244897959184,51.302448979591844
01-01-2025,01:39:00,7,Active,35.322,3.06,4.164,2.474,4.516,5.931,486.574,0.079,6.587,Low,0.030081632653061227,0.9699183673469388,0.9032,0.0968,0.5333591836734695,53.33591836734695
01-01-2025,01:40:00,9,Idle,41.122,2.272,3.607,39.706,4.684,9.104,419.198,0.888,5.915,Low,0.7899183673469389,0.21008163265306112,0.9368000000000001,0.06319999999999992,0.13664081632653052,13.664081632653053
01-01-2025,01:41:00,24,Active,32.984,2.812,8.756,48.92,0.657,2.965,256.08,0.46,0.86,Medium,0.9779591836734695,0.022040816326530543,0.13140000000000002,0.8686,0.4453204081632653,44.53204081632653
01-01-2025,01:42:00,1,Active,66.906,2.37,6.677,24.823,1.713,5.454,191.224,0.394,0.431,Low,0.4861836734693878,0.5138163265306122,0.3426,0.6574,0.5856081632653061,58.560816326530606
01-01-2025,01:43:00,44,Idle,37.431,4.308,5.105,12.617,2.755,5.561,464.717,0.271,14.551,Low,0.23708163265306123,0.7629183673469387,0.5509999999999999,0.44900000000000007,0.6059591836734695,60.59591836734695
01-01-2025,01:44:00,8,Active,59.075,4.96,8.176,27.16,0.282,7.711,337.657,0.479,11.958,Low,0.5338775510204081,0.4661224489795919,0.05639999999999999,0.9436,0.7048612244897959,70.4861224489796
01-01-2025,01:45:00,24,Idle,72.458,1.323,1.774,13.446,1.252,2.48,491.367,0.653,11.069,Low,0.254,0.746,0.2504,0.7496,0.7478,74.78
01-01-2025,01:46:00,11,Idle,61.604,1.523,7.936,4.753,0.951,9.534,281.053,0.067,9.086,Low,0.07659183673469389,0.9234081632653062,0.19019999999999998,0.8098000000000001,0.8666040816326531,86.66040816326532
01-01-2025,01:47:00,17,Idle,58.201,4.933,9.462,30.125,1.869,9.979,119.421,0.17,11.711,Low,0.5943877551020408,0.4056122448979592,0.3738,0.6262,0.5159061224489796,51.59061224489796
01-01-2025,01:48:00,8,Active,35.844,2.478,8.093,47.524,0.059,1.535,326.834,0.383,3.144,Medium,0.949469387755102,0.050530612244897966,0.0118,0.9882,0.519365306122449,51.9365306122449
01-01-2025,01:49:00,35,Active,60.941,1.053,8.939,26.328,4.909,6.827,108.285,0.336,13.093,Low,0.5168979591836734,0.4831020408163266,0.9818,0.018199999999999994,0.2506510204081633,25.065102040816328
01-01-2025,01:50:00,35,Idle,34.315,3.289,2.468,37.301,0.646,4.047,182.501,0.101,13.128,Low,0.7408367346938776,0.25916326530612244,0.1292,0.8708,0.5649816326530612,56.498163265306125
01-01-2025,01:51:00,33,Active,30.833,1.046,1.924,5.252,1.532,2.088,136.213,0.405,0.868,Low,0.08677551020408163,0.9132244897959184,0.3064,0.6936,0.8034122448979593,80.34122448979592
01-01-2025,01:52:00,5,Idle,80.998,3.453,5.476,42.739,3.442,0.616,161.663,0.186,12.396,Low,0.8518163265306122,0.14818367346938777,0.6884,0.3116,0.22989183673469388,22.989183673469388
01-01-2025,01:53:00,42,Maintenance,85.79,3.869,5.426,23.11,0.04,1.168,333.719,0.481,2.654,Medium,0.45122448979591834,0.5487755102040817,0.008,0.992,0.7703877551020408,77.03877551020409
01-01-2025,01:54:00,39,Active,30.135,3.21,3.356,41.532,0.125,2.855,83.831,0.161,0.913,Low,0.8271836734693877,0.1728163265306123,0.025,0.975,0.5739081632653061,57.39081632653061
01-01-2025,01:55:00,41,Active,68.609,1.318,1.993,28.128,3.064,0.67,237.429,0.758,10.588,Low,0.5536326530612244,0.44636734693877556,0.6128,0.3872,0.41678367346938777,41.67836734693878
01-01-2025,01:56:00,28,Active,43.907,0.138,3.967,28.871,4.121,4.276,471.058,0.292,5.076,Low,0.5687959183673469,0.4312040816326531,0.8242,0.17579999999999996,0.30350204081632653,30.350204081632654
01-01-2025,01:57:00,7,Active,57.861,1.351,9.855,2.671,1.001,1.526,138.691,0.946,12.784,Low,0.03410204081632653,0.9658979591836735,0.2002,0.7998000000000001,0.8828489795918368,88.28489795918368
01-01-2025,01:58:00,9,Idle,60.602,2.378,3.606,43.774,4.04,4.59,73.574,0.685,3.836,Low,0.872938775510204,0.12706122448979595,0.808,0.19199999999999995,0.15953061224489795,15.953061224489796
01-01-2025,01:59:00,8,Active,60.217,0.524,7.282,48.521,3.082,8.253,344.12,0.934,0.044,Medium,0.9698163265306122,0.030183673469387773,0.6164,0.38360000000000005,0.2068918367346939,20.68918367346939
01-01-2025,02:00:00,12,Active,68.442,4.385,5.706,26.283,3.648,9.988,413.401,0.833,0.493,High,0.5159795918367347,0.4840204081632653,0.7296,0.2704,0.37721020408163264,37.72102040816326
01-01-2025,02:01:00,34,Active,42.216,0.846,2.809,46.821,0.472,6.675,289.416,0.29,10.536,Low,0.9351224489795918,0.06487755102040815,0.0944,0.9056,0.48523877551020406,48.523877551020405
01-01-2025,02:02:00,33,Idle,75.074,3.145,5.082,27.698,1.912,2.292,442.329,0.292,7.584,Low,0.5448571428571428,0.4551428571428572,0.38239999999999996,0.6176,0.5363714285714286,53.63714285714286
01-01-2025,02:03:00,48,Active,43.3,1.669,3.428,34.699,0.103,6.954,61.328,0.442,5.842,Low,0.6877346938775509,0.31226530612244907,0.0206,0.9794,0.6458326530612246,64.58326530612246
01-01-2025,02:04:00,23,Active,83.683,2.981,4.967,23.29,1.728,1.709,322.308,0.819,11.795,Low,0.45489795918367343,0.5451020408163265,0.3456,0.6544,0.5997510204081633,59.97510204081633
01-01-2025,02:05:00,24,Active,34.544,1.008,7.379,7.696,0.411,7.168,325.664,0.56,0.477,Medium,0.13665306122448978,0.8633469387755102,0.0822,0.9178,0.8905734693877551,89.05734693877551
01-01-2025,02:06:00,37,Active,34.462,2.121,6.332,34.503,0.446,6.093,64.065,0.399,2.046,Low,0.683734693877551,0.31626530612244896,0.0892,0.9108,0.6135326530612245,61.35326530612245
01-01-2025,02:07:00,35,Active,35.28,3.655,3.031,41.43,0.487,2.203,309.536,0.274,12.414,Low,0.8251020408163265,0.17489795918367346,0.0974,0.9026,0.5387489795918368,53.87489795918368
01-01-2025,02:08:00,44,Idle,69.928,0.503,5.701,25.077,1.715,7.557,465.144,0.865,13.746,Low,0.49136734693877554,0.5086326530612244,0.343,0.657,0.5828163265306122,58.28163265306122
01-01-2025,02:09:00,40,Idle,36.289,2.91,6.807,27.987,0.445,4.401,191.844,0.064,2.708,Low,0.5507551020408163,0.44924489795918365,0.089,0.911,0.6801224489795918,68.01224489795918
